Date,ETF Rotation Strategy,SPY Buy & Hold,60/40 Portfolio
2012-09-30,-0.004592804144431639,0.02535088536504415,0.016276840644035718
2012-10-31,-0.024154233586326068,-0.018198447817203034,-0.011107596393239704
2012-11-30,0.0071509452831307226,0.0056599333476436975,0.0044783558220234275
2012-12-31,0.0006044950022473143,0.00893452149010776,0.00438005164791484
2013-01-31,0.013682475097112548,0.051190566218097144,0.028229570584552062
2013-02-28,-0.0025473474936828313,0.012758437192520011,0.010018507657192942
2013-03-31,0.00925758023533659,0.03797093768111037,0.02317643772244522
2013-04-30,0.017757247211397115,0.019212597829130207,0.01540214115870695
2013-05-31,0.01312456426653959,0.023609685622479226,0.0061613034297002475
2013-06-30,-0.01898218454491866,-0.013344786947561138,-0.01426876046869694
2013-07-31,0.0574090227658105,0.05167755875512303,0.03208338332302136
2013-08-31,-0.01697602136700227,-0.029992479350923307,-0.021301128002468528
2013-09-30,0.03998404551556556,0.031646209130225644,0.023470057508170283
2013-10-31,0.04793811532468295,0.046306887695614085,0.031114743922857402
2013-11-30,0.020519330387491947,0.029637218675434562,0.016779487300203087
2013-12-31,0.01704393273391458,0.02592699226468098,0.013329319671598495
2014-01-31,-0.0469418904117647,-0.035248911492459456,-0.014985271457008141
2014-02-28,0.03326802118098678,0.04551608741678037,0.028815151185152165
2014-03-31,-0.006840312498611206,0.008295600553498428,0.004385115483356339
2014-04-30,0.003991314604740151,0.006951345494645267,0.007457392745192415
2014-05-31,0.026617843656455104,0.0232066260605146,0.018640052990970803
2014-06-30,0.017102442128792826,0.02064510415587062,0.012156852542705954
2014-07-31,-0.001375691748080646,-0.013437933120312162,-0.009066364668631154
2014-08-31,0.03895205651784787,0.03946365452188494,0.028276768642894322
2014-09-30,-0.009503759426331857,-0.013796158895570954,-0.010737088602975776
2014-10-31,0.020203834722380888,0.023550798591741362,0.01838689367949291
2014-11-30,0.02690245217854958,0.027471987468704606,0.019111290701487114
2014-12-31,0.0038610310293876174,-0.002536909073159066,-0.0009319142098155985
2015-01-31,0.03261940190845069,-0.02962922952121827,-0.009567995360787694
2015-02-28,0.0006245867306969091,0.05620499361809972,0.030143772507313704
2015-03-31,-0.0029736483028810485,-0.015705665391914203,-0.007924694967599488
2015-04-30,-0.006085289948926431,0.009834045142850023,0.004609381773230892
2015-05-31,0.009988863335549603,0.012855861498078935,0.005963945660631342
2015-06-30,-0.018639886119169592,-0.020311851497959443,-0.016493800299639184
2015-07-31,0.03374989452299034,0.022589107763450356,0.01700192829682252
2015-08-31,-0.04451742685824104,-0.06095014790036435,-0.03791322619037361
2015-09-30,-0.001436969278853616,-0.025515909529014724,-0.012063942099952563
2015-10-31,-0.00031487018231979216,0.0850595807372243,0.05130980036940667
2015-11-30,0.0012844518613113203,0.003655069717070525,0.0006369008233638948
2015-12-31,-0.011715623586151969,-0.01728234510354354,-0.011136153294249239
2016-01-31,-0.0697710280763106,-0.04978678444414675,-0.024909790402410235
2016-02-29,0.01886512523571604,-0.0008259245379658164,0.0030528365560894334
2016-03-31,-0.0005382712512826954,0.06726600679594585,0.04385841545279078
2016-04-30,0.015424056793653884,0.0039411474703034965,0.0033844371541113193
2016-05-31,-0.017730834760098475,0.017012018154995978,0.010261438225273345
2016-06-30,0.030389584744493523,0.0034757502810933705,0.009826038084363865
2016-07-31,0.015105382288595037,0.03647111399043479,0.02406054453909978
2016-08-31,-0.014950673840816497,0.001197547877370031,-0.00014310986017536116
2016-09-30,-0.005169805570352588,5.8095859981843745e-05,0.00024138362668812974
2016-10-31,-0.013693612502814902,-0.017337269559265955,-0.01367095090521584
2016-11-30,-0.022151021548901213,0.03683870562535363,0.011841100743898677
2016-12-31,0.009355737901479477,0.020271520556524703,0.013179518942098144
2017-01-31,0.04528274193764499,0.017894653735580635,0.011587994255318933
2017-02-28,0.033483298871815594,0.039291772939715086,0.026158687765443167
2017-03-31,0.019456852008489674,0.0012499169207249583,0.0005289086465444459
2017-04-30,0.018068504810336762,0.00992630946850137,0.009583712201695205
2017-05-31,0.027181141281496325,0.014112626988633581,0.011215921542509966
2017-06-30,-0.002512556044036662,0.006375161604029733,0.0037522128106787455
2017-07-31,0.039797749209510735,0.020553915919488297,0.013668094190971746
2017-08-31,0.01572334413908168,0.002917659466524336,0.005516082166532099
2017-09-30,0.005583522078517496,0.02014947083369356,0.009803622756261676
2017-10-31,0.034144493651249386,0.023564339774310827,0.014529708216664083
2017-11-30,0.015464373678573562,0.030565469508071264,0.01774596262772281
2017-12-31,0.018591748079388532,0.012128245711991559,0.009177852111251505
2018-01-31,0.07563647641674401,0.05635918481977953,0.029315248363494684
2018-02-28,-0.03609110269973651,-0.036360479558205094,-0.025851404412751532
2018-03-31,-0.020928153516156324,-0.027410360095206365,-0.01376147353598316
2018-04-30,-0.01121675517384779,0.0051680181527311575,-0.0006635720679202262
2018-05-31,0.017941219608772225,0.024308943387404636,0.01723306584254862
2018-06-30,0.00826724635340644,0.005751086798799321,0.0038610559366843763
2018-07-31,0.03250510394103989,0.03704623465531265,0.022110814827167813
2018-08-31,0.04486340871927641,0.03191995406497461,0.021424129012736826
2018-09-30,0.0015647849141471881,0.005945982976774289,0.0010885261323324786
2018-10-31,-0.07753083490578577,-0.06910456835249457,-0.04403895391619093
2018-11-30,0.000858898393238606,0.018549198090370478,0.014215888845829028
2018-12-31,-0.0890484468645415,-0.0880484468645415,-0.04490436169809468
2019-01-31,0.01292024556230013,0.08006597550768135,0.05168317556832567
2019-02-28,-0.0069983474830180485,0.03241537142029882,0.01899372158842709
2019-03-31,0.020324595468176776,0.018100686610903693,0.01935098655860852
2019-04-30,0.005979283312412338,0.04085216544738346,0.023709868333875315
2019-05-31,-0.042638128554197095,-0.06377103952375618,-0.030619267818097762
2019-06-30,0.03283891534340277,0.06958640693815266,0.04614630105883028
2019-07-31,0.001486058691685832,0.01511938971030169,0.009798906919289863
2019-08-31,0.07248060933444403,-0.016743345112097074,0.0010849737218622483
2019-09-30,-0.022289341796204266,0.019457727210421938,0.00922615375949074
2019-10-31,0.005528435878176492,0.022104913026709472,0.01409562612230797
2019-11-30,-0.012167842041856503,0.036198153983213244,0.021580537220665216
2019-12-31,0.021817164009902818,0.02905538579219269,0.017246284327956517
2020-01-31,0.016756738711323844,-0.00040380601209111244,0.007873609094142942
2020-02-29,-0.041297462697931955,-0.07916556751055837,-0.04116038935765631
2020-03-31,0.018091543416856665,-0.12487128331999076,-0.07703013542996982
2020-04-30,0.03399707104609535,0.1269836934642723,0.08306650811718502
2020-05-31,0.004996138208170648,0.047645134429766145,0.03127730117405614
2020-06-30,0.03086986620411236,0.01773428065784821,0.013276796844386008
2020-07-31,0.05486287411512354,0.058892156227428716,0.040668232482108775
2020-08-31,-0.020645747163204626,0.06979688090225,0.038583709748104676
2020-09-30,-0.033824599544811575,-0.03744403142067054,-0.022855882318216558
2020-10-31,-0.020654957318384144,-0.024933219255207528,-0.017192925493994447
2020-11-30,0.0710792923006875,0.10877662058422666,0.07009292635484062
2020-12-31,0.04039203905693678,0.03704846609335277,0.022571941030757794
2021-01-31,0.008969366703007778,-0.010190277766667477,-0.009092313578626478
2021-02-28,0.011116247502375904,0.027805526149386584,0.010610829929426524
2021-03-31,0.018436141302331212,0.04539900084748916,0.022653979614916463
2021-04-30,0.041335764495112004,0.05291066735954009,0.03467456199450294
2021-05-31,0.0036804548495085925,0.006565976996118605,0.004754910936599944
2021-06-30,0.03151752472250028,0.022427453288584864,0.016768051707766497
2021-07-31,-0.003782533418843565,0.024412658786326702,0.019113943689888835
2021-08-31,0.022980916815680225,0.029759787934295456,0.017054430274341746
2021-09-30,-0.03753643236934841,-0.046605625031996945,-0.031632275836341095
2021-10-31,0.07406840218837792,0.07016362687208888,0.04206330654391874
2021-11-30,0.012882910188102687,-0.008034775238057401,-0.0037375840784267473
2021-12-31,0.012544360769728091,0.04624786083031607,0.026313812743099605
2022-01-31,-0.05266641341901216,-0.052741449817109154,-0.03963919851362221
2022-02-28,-0.0301834361330023,-0.029516769466335635,-0.02229262439291384
2022-03-31,0.0117255799503041,0.03759015803813259,0.01130529779594185
2022-04-30,-0.05473592962406726,-0.08776889572344115,-0.06788485178089483
2022-05-31,-0.03311547766106776,0.002257212867133651,0.004396590843697678
2022-06-30,-0.00022385914055156244,-0.08246049162068037,-0.05568839557292238
2022-07-31,0.0003615828214034167,0.09208750358425388,0.0654048359790544
2022-08-31,0.001936421103361674,-0.040801847683917036,-0.03665008834495273
2022-09-30,0.0020677889979414665,-0.09244615801101652,-0.07204780753134514
2022-10-31,0.001585670340245926,0.0812755552244191,0.043651413662346525
2022-11-30,0.00315161293675148,0.05559176546076472,0.04858879556387192
2022-12-31,0.0036262020144719465,-0.05762831673553204,-0.038058851643352876
2023-01-31,0.05659257431981046,0.06288739154288647,0.05105336958079496
2023-02-28,-0.06517655154429475,-0.02514249649829181,-0.025748055653605252
2023-03-31,0.07866128247166143,0.03707760987406772,0.03281135248509406
2023-04-30,0.00922579978697528,0.01597491903384407,0.011886998922778069
2023-05-31,0.023344664743805105,0.004616048017417773,-0.0018074341978791438
2023-06-30,0.03520826647954493,0.06480002988858957,0.037407018140534154
2023-07-31,0.031407023062230234,0.032733184457347075,0.019578538269285194
2023-08-31,-0.014619902256426693,-0.016251943528180934,-0.012276465205156704
2023-09-30,-0.04861304127288013,-0.04743446902075976,-0.03881905170670765
2023-10-31,-0.02151498364626479,-0.021708735131234724,-0.019307869135748244
2023-11-30,0.06625093547707223,0.09134386150963403,0.07317811842030073
2023-12-31,0.03778202478935244,0.04565532665995842,0.04218355580452138
2024-01-31,0.006630194097632325,0.015926587106046997,0.00895152551824223
2024-02-29,0.02975815859140111,0.052186695254101245,0.02541372998940554
2024-03-31,0.04371162031341096,0.032701962325644374,0.02323105472086393
2024-04-30,-0.01805409851723694,-0.040319571262241616,-0.03410465447786051
2024-05-31,0.042762362208072384,0.050579787626914285,0.03702611053920553
2024-06-30,0.03287815918044079,0.035280092518306994,0.024710000979720002
2024-07-31,0.016333309979847346,0.012109114980911162,0.016942195762201084
2024-08-31,0.018442147398135544,0.023365395566037783,0.01986499693246504
2024-09-30,0.028073799572920218,0.021004780000700496,0.017934109522631303
2024-10-31,0.00296077831940548,-0.008923647328876738,-0.015429190451972464
2024-11-30,0.013167474042584226,0.059633644566613464,0.040224243605706936
2024-12-31,-0.011536242665771874,-0.024060374693348985,-0.02120983775325462
2025-01-31,0.03878220784295901,0.026856560576482114,0.018177934574588495
2025-02-28,-0.007171124787046475,-0.012694941488541445,0.0013325000722715034
2025-03-31,0.01249463722670722,-0.0557191077762873,-0.03353660044320206
2025-04-30,0.019642659398828106,-0.008670166230189347,-0.0034778733839826875
2025-05-31,0.011196968650998026,0.06284504464464602,0.035279481999596296
2025-06-30,0.029541755463509047,0.05138601458363601,0.0366530454090646
2025-07-31,-0.0007135230085663822,0.023031648578059727,0.01276317945754033
2025-08-31,0.018276736739281468,0.02051948204102305,0.017073128757793696
2025-09-30,0.07440109040474654,0.03562033510828466,0.02587917302651488
2025-10-31,0.03540932436900409,0.02383739357630099,0.01676435452167948
2025-11-30,-0.010793967665176447,0.0019500049129079766,0.0035928041659699433
2025-12-31,0.0128456307150903,0.0007975029584423865,-0.0006373898382390664
2026-01-31,0.06849215931910227,0.014737818820090842,0.009843889247632687
2026-02-28,0.05402178224492604,-0.008642046247570145,0.0012072712169889808
2026-03-31,-0.07365957364344947,-0.04937956664344334,-0.036805940219607036
2026-04-30,0.03768757310781449,0.10505268686597247,0.06370681102773816
2026-05-31,0.07611769541338227,0.05262575303750272,0.032749904773700635
2026-06-30,-0.003123219706237375,-0.010292566443839024,-0.0064985549540445
2026-07-31,-0.02486614701067602,-0.0026647966339411466,-0.0017570203397329954
