Date,AGG,BIL,EEM,GLD,QQQ,SPY,TLT
2010-01-05,0.004549767093166235,-0.0002181883367027293,0.007258452086105427,-0.0009108023746454696,0.0,0.002647515552462565,0.006457196012110034
2010-01-06,-0.0005777222203452448,0.0,0.0020918056531620266,0.01649959196299955,-0.0060314346613851155,0.0007043498483834121,-0.0133867083959478
2010-01-07,-0.0011572780233393143,0.0,-0.00579914435960549,-0.006187807624317698,0.0006501532694851431,0.004221146657335861,0.0016822545754933138
2010-01-08,0.000578142412324345,0.0,0.007932648652969831,0.0049630306196752905,0.008230273454921333,0.003327485524614371,-0.0004479212407445532
2010-01-11,-0.0007713053418580973,0.0,-0.0020831531329265074,0.01328899785435711,-0.0040814027223781135,0.0013968743564385377,-0.005487359490215171
2010-01-12,0.006372237067015396,0.0,-0.01600603645718235,-0.020912721685971136,-0.012511151435545598,-0.009326355526182883,0.017117815101148404
2010-01-13,-0.004221645799301177,0.00043626534145557727,0.003065098278652867,0.00950315025847348,0.012450921115974456,0.008445918750338954,-0.011626524169736974
2010-01-14,0.002601289311406685,-0.0002179343110266796,-0.0025851951859775513,0.004393023666376061,0.0008632601274063401,0.00270485675506027,0.014002611784076135
2010-01-15,0.0019221182544773008,0.0,-0.011545734735249003,-0.01044361493969348,-0.011640071330624169,-0.011224223765410546,0.006186489621704094
2010-01-19,-0.0016306371949932341,0.0,0.020262204200283573,0.005953418988644765,0.016138990581382462,0.012495643742813423,-0.002854872413691645
2010-01-20,0.002594372958592217,0.0,-0.024065232955660765,-0.02313481240425197,-0.014380729041143736,-0.010168458773082256,0.010130059681769499
2010-01-21,0.0002868226869332524,0.0,-0.030165282984013664,-0.01441159959280014,-0.009363830938240003,-0.019229037872203314,0.004578080837094989
2010-01-22,0.000574407350005357,0.0,-0.02221674037304444,-0.001862760291706178,-0.029237667068445328,-0.0222918251318569,-0.0017354665682519643
2010-01-25,-9.548669685122135e-05,0.0002179818167435954,0.007321331024777944,0.002892648999579084,0.003396920732305686,0.005127560913714468,-0.004565474318872775
2010-01-26,0.0012442236606915458,0.0,-0.020801726459653502,0.0007442705541653716,0.0009023088561410653,-0.004190681112803851,0.00032701592630002274
2010-01-27,-0.0007647512893544928,0.0002178310735510003,-0.0025598920551573867,-0.009576039444736728,0.007892326108208447,0.00475719925376672,-0.0005456984718966718
2010-01-28,-0.0008612495106010698,-0.0002177836335083283,-0.006928498721199827,-0.0004693083914030227,-0.025727222832052643,-0.011472328904268969,-0.0005454592215343723
2010-01-29,0.0022987994643699494,0.0002178310735510003,-0.010852308729008553,-0.004883586176437471,-0.017451031243682524,-0.01086867069984232,0.00874131512163867
2010-02-01,-0.0013708942491298393,-0.0002177836335083283,0.026906502464081772,0.02255567582388429,0.0109835466329542,0.015551144036519693,-0.009077115317742024
2010-02-02,0.001152386948422457,-0.0002179343110266796,0.008140946392825033,0.007198881313165595,0.009015494421178438,0.012103090835328567,0.002852853226266827
